,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
41,"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.098,41.312,41.528999999999996,41.755,41.995,42.257,42.549,42.868,43.208,43.563,43.915,44.247,44.545,44.803999999999995,45.026,45.222,45.41,45.608999999999995,45.833,46.086000000000006,46.363,46.651,46.937,47.208,47.461000000000006,47.705,47.955,48.221000000000004,48.501999999999995,48.787,49.043,49.225,49.31100000000001,49.302,49.22,49.111000000000004,49.04,49.066,49.233000000000004,49.556999999999995,50.041000000000004,50.667,51.385,52.144,52.917,53.675,54.401,55.091,55.743,56.35,56.907
42,"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.602,49.25,49.863,50.437,50.97,51.46,51.907,52.317,52.696000000000005,53.049,53.38,53.691,53.986999999999995,54.27,54.544,54.815,55.086999999999996,55.361000000000004,55.632,55.895,56.143,56.372,56.571000000000005,56.729,56.835,56.876999999999995,56.843999999999994,56.736000000000004,56.553000000000004,56.295,55.95399999999999,55.521,55.008,54.438,53.842,53.247,52.677,52.163999999999994,51.748000000000005,51.473,51.397,51.577,52.016999999999996,52.703,53.608000000000004,54.687,55.881,57.115,58.321000000000005,59.452,60.473
43,Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.751999999999995,57.283,57.775,58.238,58.678000000000004,59.1,59.5,59.876999999999995,60.233000000000004,60.574,60.91,61.248000000000005,61.598,61.966,62.36,62.791000000000004,63.271,63.79600000000001,64.354,64.932,65.506,66.04899999999999,66.541,66.965,67.315,67.58800000000001,67.789,67.938,68.06,68.171,68.292,68.443,68.63,68.857,69.125,69.428,69.756,70.09,70.416,70.727,71.01899999999999,71.293,71.556,71.813,72.062,72.303,72.532,72.749,72.952,73.143,73.325
44,Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.446999999999996,41.846000000000004,42.245,42.644,43.043,43.446000000000005,43.858000000000004,44.283,44.724,45.178999999999995,45.641999999999996,46.103,46.556999999999995,47.001000000000005,47.441,47.887,48.356,48.86,49.406000000000006,49.992,50.615,51.265,51.925,52.58,53.221000000000004,53.843,54.446000000000005,55.033,55.605,56.153999999999996,56.677,57.168,57.623000000000005,58.038000000000004,58.407,58.722,58.972,59.16,59.294,59.388000000000005,59.46,59.528999999999996,59.617,59.738,59.903999999999996,60.126000000000005,60.407,60.733999999999995,61.093999999999994,61.475,61.861999999999995
45,Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.928000000000004,49.123000000000005,49.4,49.771,50.235,50.772,51.349,51.934,52.511,53.078,53.669,54.331,55.096000000000004,55.973,56.94,57.95,58.937,59.836999999999996,60.606,61.228,61.708,62.073,62.376000000000005,62.663999999999994,62.958,63.268,63.592,63.918,64.238,64.556,64.877,65.204,65.543,65.902,66.288,66.72,67.221,67.793,68.421,69.086,69.747,70.358,70.882,71.293,71.584,71.76,71.842,71.869,71.881,71.899,71.941
46,Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.556000000000004,61.269,61.964,62.63,63.25899999999999,63.848,64.399,64.92399999999999,65.434,65.937,66.439,66.946,67.46,67.983,68.51899999999999,69.072,69.648,70.242,70.846,71.452,72.045,72.61,73.135,73.612,74.035,74.40100000000001,74.714,74.984,75.223,75.438,75.638,75.83,76.016,76.2,76.385,76.571,76.759,76.942,77.119,77.288,77.44800000000001,77.597,77.736,77.868,77.993,78.11399999999999,78.234,78.355,78.48100000000001,78.613,78.756
47,Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.3706910812823,62.869168261923896,63.327449960398596,63.742197622868005,64.1130719686138,64.4423164070423,64.7344510178994,65.0001498572375,65.2496466160626,65.4923589356271,65.7361876885542,65.98698205583429,66.24600190875209,66.51213542498779,66.7845499875848,67.0607064732215,67.3391089806256,67.6130421276996,67.8780096723734,68.1306111337335,68.3671201511666,68.5811210261247,68.7706587447895,68.9370258053716,69.07593497845299,69.19044280769491,69.2841567620877,69.3721585488571,69.4353050126979,69.501547397642,69.563255509527,69.61968644703421,69.70662603676111,69.7125215464098,69.7562595758576,69.8035021513075,69.8577532468637,69.98929645151651,69.998787155399,70.0909687808831,70.20376854393821,70.3412206530439,70.5733907007662,70.6873763948263,70.8917401236704,71.11305695114059,71.34540590827841,71.582385356307,71.8165811915985,72.0421471122722,72.2523920321063
48,Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.833999999999996,64.445,65.066,65.696,66.328,66.958,67.575,68.17399999999999,68.748,69.293,69.812,70.31,70.791,71.259,71.712,72.14399999999999,72.55,72.923,73.258,73.55199999999999,73.803,74.013,74.184,74.32300000000001,74.435,74.51899999999999,74.574,74.602,74.61399999999999,74.622,74.64399999999999,74.702,74.807,74.96300000000001,75.169,75.415,75.683,75.95,76.203,76.437,76.658,76.88,77.119,77.381,77.663,77.95,78.225,78.469,78.672,78.833,78.959
49,Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.709756097561,75.36341463414641,75.30975609756099,76.1560975609756,
50,Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.19024390243901
51,Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.618,69.949,70.27199999999999,70.587,70.895,71.197,71.491,71.77600000000001,72.05199999999999,72.318,72.57600000000001,72.825,73.067,73.301,73.53,73.753,73.971,74.183,74.39,74.592,74.79,74.984,75.17399999999999,75.359,75.541,75.718,75.892,76.063,76.23,76.393,76.554,76.711,76.865,77.017,77.166,77.312,77.456,77.598,77.738,77.876,78.01,78.14,78.264,78.38600000000001,78.506,78.631,78.764,78.911,79.071,79.245,79.43
52,Czech Republic,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.3487804878049,70.5126829268293,69.7868292682927,70.3043902439025,70.459512195122,70.1631707317073,70.3848780487805,70.26414634146339,69.8407317073171,69.3670731707317,69.44024390243901,69.6770731707317,70.1765853658537,70.0226829268293,70.08658536585371,70.4146341463415,70.5326829268293,70.5734146341463,70.64390243902442,70.74951219512201,70.2780487804878,70.7221951219512,70.8078048780488,70.59146341463409,70.8375609756098,71.04634146341459,70.9973170731707,71.4456097560976,71.6414634146342,71.6756097560976,71.38390243902441,71.8982926829268,72.27170731707321,72.7678048780488,72.9726829268293,73.0748780487805,73.7146341463415,73.8248780487805,74.51463414634149,74.6682926829268,74.9682926829268,75.1731707317073,75.2219512195122,75.17073170731709,75.7219512195122,75.92439024390251,76.5243902439024,76.7243902439025,76.9756097560976,77.07804878048779,77.42439024390251
53,Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.3100243902439,69.508,69.6915365853659,69.8596097560976,70.0137073170732,70.1518292682927,70.2714146341463,70.374,70.4650975609756,70.5506829268293,70.63978048780491,70.7428780487805,70.867,71.0166829268293,71.1954146341463,71.4017317073171,71.6341463414634,71.8836829268293,72.1432926829268,72.40853658536591,72.67790243902441,72.9503902439024,73.227,73.5051951219512,73.78292682926829,74.0546341463415,74.31373170731709,74.5596829268293,74.79248780487809,75.0131463414634,75.227756097561,75.319512195122,75.819512195122,75.87073170731709,76.2707317073171,76.42195121951221,76.6731707317073,77.0731707317073,77.4756097560976,77.7268292682927,77.9268292682927,78.32926829268291,78.2292682926829,78.38048780487809,78.6804878048781,78.9317073170732,79.13170731707321,79.5341463414634,79.7365853658537,79.83658536585371,79.9878048780488
54,Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.038000000000004,44.468999999999994,44.891999999999996,45.309,45.727,46.166000000000004,46.653999999999996,47.203,47.81399999999999,48.476000000000006,49.16,49.827,50.442,50.982,51.442,51.832,52.177,52.513000000000005,52.865,53.24100000000001,53.638999999999996,54.049,54.451,54.828,55.174,55.488,55.772,56.032,56.271,56.488,56.678000000000004,56.831,56.943000000000005,57.016999999999996,57.056000000000004,57.065,57.05,57.022,56.998000000000005,56.992,57.021,57.1,57.233000000000004,57.424,57.677,57.998999999999995,58.393,58.848,59.345,59.865,60.383
55,Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,71.4634146341463,,,,,71.9634146341463,,,,,73.9512195121951,,,,,75.9512195121951,,,,,76.5975609756098,,,,,,,,
56,Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.1765853658537,72.4382926829268,72.319756097561,72.4004878048781,72.4851219512195,72.37073170731709,72.44414634146341,72.9221951219512,73.12146341463419,73.2209756097561,73.3434146341463,73.4146341463415,73.4390243902439,73.6821951219512,73.8082926829268,74.0751219512195,73.739756097561,74.6324390243903,74.39292682926829,74.21926829268291,74.1017073170732,74.2304878048781,74.55121951219509,74.42048780487809,74.5621951219512,74.4275609756098,74.579756097561,74.69121951219509,74.77170731707321,74.799756097561,74.8053658536585,75.15780487804881,75.19414634146341,75.1168292682927,75.3751219512195,75.2126829268293,75.5914634146342,75.9451219512195,76.1390243902439,76.34146341463409,76.5926829268293,76.7926829268293,76.89512195121951,77.14390243902442,77.4926829268293,77.8439024390244,78.0951219512195,78.1951219512195,78.4463414634146,78.5975609756098,79.1
57,Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.787,52.519,53.236999999999995,53.943000000000005,54.63399999999999,55.312,55.975,56.625,57.25899999999999,57.875,58.468,59.033,59.568999999999996,60.073,60.549,60.997,61.417,61.817,62.205,62.588,62.977,63.38,63.803000000000004,64.247,64.714,65.207,65.72800000000001,66.267,66.812,67.352,67.866,68.335,68.749,69.10300000000001,69.39699999999999,69.637,69.837,70.017,70.193,70.374,70.568,70.775,70.99,71.207,71.425,71.64399999999999,71.862,72.078,72.29,72.498,72.702
58,Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.138000000000005,46.596000000000004,47.053999999999995,47.507,47.956,48.391999999999996,48.809,49.208,49.595,49.98,50.369,50.77,51.198,51.673,52.215,52.863,53.658,54.606,55.696000000000005,56.906000000000006,58.196000000000005,59.521,60.823,62.047,63.156000000000006,64.113,64.896,65.525,66.025,66.416,66.725,66.983,67.226,67.482,67.774,68.115,68.50399999999999,68.926,69.367,69.822,70.292,70.778,71.27600000000001,71.78,72.281,72.767,73.225,73.648,74.032,74.374,74.676
59,East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.7246328287819,46.172871019370604,46.893805437331494,47.92475730838671,49.2727307302297,50.8604930215837,52.571704103977396,54.27178411036961,55.840554684883095,57.2214721688488,58.3893359716109,59.3611065446416,60.2059083010161,60.983869511103,61.713182565279595,62.4044621294699,63.0638827717046,63.68264192725229,64.2552363611498,64.7809151678146,65.2576415469816,65.68693665619959,66.0749895395082,66.42431091497309,66.74115096246571,67.0280260710465,67.28826184235,67.52267133272079,67.7349807868417,67.93097808609771,68.1151334349222,68.291030433247,68.46303133960029,68.6380499540564,68.82476786823811,69.0347608619926,69.28036723048571,69.5620641870828,69.8798049531817,70.22634591032539,70.59431268195699,70.9717036715478,71.3429713365949,71.6966983127618,72.0258050184807,72.3253262185058,72.5950769173238,72.84129067149209,73.07029659374258,73.2836488892432,73.4823446954104
60,Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.2114230432004,45.88000090007999,46.48854403844379,47.037011027533204,47.639740182784,48.234912513464,48.8724505810374,49.436951486681394,49.982952778086606,50.5140605315651,51.0366907770491,51.5589820988614,52.084362318313,52.623436610441104,53.16957202142421,53.7221049704523,54.2744223183513,54.814186878577004,55.3349041574042,55.8300462786129,56.2976893473926,56.741826409902295,57.170714662505894,57.59612439367601,58.0220155936784,58.4508680488401,58.8816049143902,59.313170390902904,59.7399001411739,60.170078130391396,60.6035281731166,61.0318788999096,61.4601030762818,61.8878789528298,62.3073631024462,62.7128503600185,63.102001037662106,63.4702522774409,63.822091779420795,64.160159810991,64.4860730448729,64.8062736240023,65.1247881341541,65.44812292861961,65.7804328845503,66.1228608395386,66.47951379282661,66.8453227814686,67.2173836075782,67.5901777188973,67.9557324425197
61,East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.4552640139166,48.9884654158502,49.662245525374004,50.641340451066,51.842543626899605,53.2155625097083,54.7521461201069,56.2427580998421,57.61790225808121,58.857057602762794,59.9089070965427,60.828354209454204,61.6220098919438,62.319179162183104,63.0197288275235,63.690857172818,64.30110232581511,64.8842963825097,65.4068036289471,65.8975012640274,66.309531538611,66.723914999452,67.11267174948921,67.42816126987509,67.7553971939424,68.0414387466691,68.31211827240621,68.5578757360958,68.74469449912449,68.9543661821556,69.1299358123777,69.3161176451294,69.4752973116647,69.6508452446988,69.84961221105739,70.0275429856225,70.3037064750155,70.58496454340909,70.8815161721325,71.20188421629621,71.57900953182421,71.95215418545921,72.3032306985278,72.64133842866441,72.9632417566851,73.23377475401101,73.5158117871737,73.7610104257547,73.9808388052673,74.2072627934905,74.3839149720827
62,Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.4142857891078,63.93248056065829,64.3258584846908,64.6900527343107,64.9883825635018,65.2137817111282,65.3844105667599,65.5047735672255,65.649386567725,65.7370309511068,65.98118396296289,66.18507212456899,66.2303603361227,66.34043443634759,66.4451831926386,66.2758770615889,66.2630897068038,66.2729179978833,66.3354224396222,66.2761751691584,66.396002026461,66.6099760915668,66.940948488992,67.056361350972,67.0503103086989,67.4631431756511,68.2176131602172,68.386699494663,68.45944414769261,68.4173946092066,68.2979440523516,68.05364707521889,67.40977788234291,66.5661722981606,66.326583339544,66.3815505381557,66.8724372100564,67.474287144094,67.8034344664013,67.6646946706509,67.721500924881,67.9070339820785,67.93109281804,68.0603645539075,68.3913713254847,68.5228899194068,69.1438487743097,69.6456651972068,69.938018486371,70.5334048012368,70.8365689933194
63,Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.0374456460047,67.4005976377579,67.4934192939521,67.7620035001948,68.1580799970085,68.3084212633906,68.51753242849949,68.64053825026171,68.70975837171021,68.7156212172011,68.9930416292631,69.1296280236473,69.3337813198581,69.4290308953883,69.6327499413669,69.60738685673921,69.7082024689227,69.8806867259641,69.9700990595615,70.0890978259054,70.1934279521688,70.4584916655522,70.749550835508,70.8190152041582,70.9693904167094,71.1819401235027,71.66695624069109,71.88385353177159,72.0114845907485,72.0741689644662,72.07716790997159,71.986385639882,71.91629789054019,71.5985239333489,71.6666366045067,71.7656136987534,72.15198514878759,72.55888830932291,72.8664639502896,72.91646444651,73.07080051909792,73.346569435618,73.43379372704459,73.54511417430899,73.9782434688798,74.1398942484846,74.6343390267459,74.99050849669949,75.2474934805903,75.6407700438159,75.92923514465551
64,Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.236000000000004,53.842,54.409,54.931999999999995,55.407,55.84,56.236999999999995,56.615,56.992,57.376999999999995,57.783,58.216,58.678000000000004,59.167,59.681999999999995,60.222,60.781000000000006,61.353,61.93,62.511,63.095,63.68600000000001,64.286,64.896,65.51100000000001,66.126,66.735,67.332,67.91,68.464,68.99,69.487,69.956,70.4,70.82,71.217,71.594,71.953,72.297,72.624,72.933,73.22,73.482,73.72,73.937,74.13600000000001,74.322,74.501,74.678,74.859,75.046
65,"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.056000000000004,48.623000000000005,49.147,49.641000000000005,50.113,50.556000000000004,50.955,51.302,51.602,51.873999999999995,52.155,52.486999999999995,52.902,53.413999999999994,54.027,54.723,55.471000000000004,56.228,56.963,57.665,58.338,59.001000000000005,59.677,60.378,61.097,61.812,62.494,63.117,63.669,64.15100000000001,64.58,64.987,65.40100000000001,65.84,66.308,66.789,67.259,67.69,68.061,68.368,68.613,68.807,68.972,69.127,69.282,69.444,69.618,69.797,69.98,70.167,70.357
66,Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.274483684014,69.64526675481571,69.6038869024486,69.7735332814793,70.2334968620701,70.31979476419599,70.5967025836067,70.7368900533402,70.78713738809749,70.7939165716523,71.1583122930886,71.2662748128238,71.6058064755353,71.701034584496,72.0268567829313,72.17027683589001,72.4357780430857,72.7910814634574,73.01220158479059,73.3353892092198,73.5296239919765,73.812342654196,74.1552106037526,74.2297241829691,74.58787524891379,74.7575598993759,75.0569204700293,75.34808208675992,75.535692384406,75.7615255159746,75.91145326534941,76.025066498068,76.3800851083396,76.48673059004051,76.7950188371911,76.9556835588635,77.2182105146185,77.5813573399367,77.7969376438583,78.020997375649,78.2748926912842,78.597115511504,78.68446787762392,78.7071825494894,79.2787016221772,79.4262861302399,79.8561324119991,80.0998851001265,80.30291583749121,80.5051815800699,80.7467810041428
67,Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.418,39.074,39.693000000000005,40.259,40.768,41.222,41.631,42.016000000000005,42.395,42.773999999999994,43.157,43.547,43.935,44.317,44.691,45.055,45.405,45.74,46.059,46.364,46.653999999999996,46.927,47.187,47.441,47.695,47.956,48.23,48.523,48.841,49.193000000000005,49.589,50.04,50.545,51.099,51.693000000000005,52.31100000000001,52.931999999999995,53.538999999999994,54.126000000000005,54.693000000000005,55.258,55.847,56.483000000000004,57.174,57.916000000000004,58.691,59.472,60.23,60.94,61.591,62.181000000000004
68,Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.1092682926829,69.4804878048781,69.5190243902439,69.6812195121951,70.399756097561,70.8092682926829,71.0551219512195,71.25292682926829,71.5378048780488,71.0575609756098,72.0273170731707,71.630243902439,72.8180487804878,72.6107317073171,72.969756097561,73.31878048780491,73.6426829268293,74.1319512195122,74.29560975609759,74.81878048780491,75.34926829268291,75.5285365853659,76.1341463414634,75.9090243902439,76.2953658536586,76.259512195122,76.5104878048781,76.7280487804878,76.74707317073171,76.81365853658541,76.8375609756098,76.97121951219509,77.41,77.5465853658537,77.9014634146342,77.98073170731709,78.1204878048781,78.6041463414634,78.66585365853659,78.71707317073171,78.9658536585366,79.36829268292679,79.5682926829268,79.619512195122,79.87073170731709,80.17073170731709,80.8219512195122,80.87317073170729,81.1756097560976,81.4756097560976,81.62682926829271
69,Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.9029024390244,68.3608048780488,68.74102439024391,69.0535609756098,69.30992682926829,69.51763414634149,69.6811951219512,69.8021219512195,69.8829268292683,69.9280975609756,69.9370975609756,69.9053414634146,69.8328292682927,69.7245853658537,69.5902195121951,69.4413170731707,69.2900243902439,69.1469512195122,69.0262682926829,68.9385853658537,68.9056341463415,68.9780487804878,69.12682926829271,69.3756097560976,69.2780487804878,69.3804878048781,70.0853658536585,70.64390243902442,70.6975609756098,70.0390243902439,69.4756097560976,69.37317073170729,68.8634146341464,67.909756097561,66.5,67.54390243902441,69.6121951219512,69.80975609756099,69.3585365853659,70.0634146341463,70.41707317073171,70.2585365853659,70.9048780487805,71.3170731707317,71.909756097561,72.5682926829268,72.6914634146341,72.81463414634149,73.7707317073171,74.8243902439024,75.4292682926829
70,Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.419000000000004,39.082,39.711,40.29,40.81,41.266999999999996,41.668,42.026,42.355,42.659,42.943999999999996,43.213,43.465,43.693000000000005,43.894,44.045,44.11600000000001,44.103,44.016000000000005,43.88,43.746,43.674,43.711000000000006,43.88399999999999,44.198,44.633,45.146,45.681999999999995,46.193999999999996,46.668,47.1,47.505,47.912,48.346000000000004,48.812,49.305,49.81100000000001,50.321999999999996,50.836000000000006,51.36600000000001,51.94,52.593,53.347,54.208999999999996,55.172,56.221000000000004,57.333,58.466,59.58,60.643,61.625
71,European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.2800447154362,69.5899547916301,69.51526349978289,69.760019461125,70.2267870229951,70.3376127667177,70.568132038779,70.6780584015881,70.72420750294471,70.679682938237,70.99881050651521,71.1069815707548,71.4151397467929,71.5354270804499,71.82618624617271,71.92206395800359,72.1266313905516,72.4103575990444,72.52533025322491,72.76937037902799,72.8641069950217,73.2032927243806,73.4647948985209,73.5279445288946,73.80302827711449,73.8772792644641,74.1453000823406,74.3884376430068,74.57814067095451,74.74401187961209,74.8688090391416,74.96895326535329,75.2880145206699,75.3947026144894,75.6906959953139,75.81533120810691,76.0673766072879,76.3609902313537,76.5958524125549,76.8253095130143,77.158685234044,77.49320172590991,77.60592460137079,77.6935339059106,78.1930457277725,78.3649011362542,78.7390425916512,78.9683005321823,79.18314331268179,79.4423119097364,79.72484897026541
72,Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.649591810364704,41.168385502851294,41.708815898360896,42.2764936285933,42.8713169826261,43.4863635514534,44.110151153311,44.72757562304339,45.3263128203796,45.900586589655504,46.448929201103105,46.97541916990561,47.48672023390721,47.9849984759923,48.46759846451611,48.928237184250605,49.359722096762894,49.760662555692704,50.1367457402467,50.4980558961582,50.8567533257629,51.33186742917871,51.711888259649804,52.103891056762,52.5031372535909,52.899583156522894,53.2822575852405,53.6430596948654,53.9612940169598,54.242597513350496,54.5848366091951,54.787593408236106,54.958721092905904,55.1105231822627,55.2520569326601,55.39278499795,55.540662425323,55.7031286778448,55.878063521509894,56.067314018772706,56.312282405870704,56.5963521358516,56.923463565339496,57.2897718229214,57.6897966326818,58.1151613122976,58.557282769296506,59.00354233772239,59.4416293074908,59.8632953746632,60.2635411848704
73,Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.819756097561,68.8441463414634,68.5778048780488,69.0126829268293,69.2209756097561,68.9778048780488,69.4770731707317,69.6665853658537,69.6163414634146,69.5034146341464,70.179512195122,70.0175609756098,70.7073170731707,71.2236585365854,71.1348780487805,71.6736585365854,71.81292682926829,72.350243902439,72.8970731707317,73.1553658536586,73.44,73.7465853658537,74.29804878048779,74.2009756097561,74.5190243902439,74.22292682926829,74.56,74.59195121951221,74.57707317073171,74.7921951219512,74.8131707317073,75.2275609756098,75.4553658536585,75.7051219512195,76.3956097560976,76.409512195122,76.69341463414641,76.87853658536591,77.09073170731709,77.29121951219508,77.4658536585366,77.9658536585366,78.119512195122,78.36829268292679,78.7146341463415,78.8170731707317,79.2146341463415,79.2634146341464,79.5682926829268,79.71951219512201,79.87073170731709
74,Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.86,56.292,56.716,57.133,57.545,57.95,58.35,58.74100000000001,59.123000000000005,59.495,59.857,60.207,60.54600000000001,60.873000000000005,61.191,61.5,61.803000000000004,62.102,62.397,62.68899999999999,62.978,63.262,63.54,63.81100000000001,64.074,64.329,64.577,64.818,65.054,65.28399999999999,65.51,65.73100000000001,65.94800000000001,66.161,66.37,66.575,66.777,66.976,67.172,67.365,67.553,67.734,67.91,68.079,68.243,68.405,68.569,68.737,68.90899999999999,69.087,69.267
75,France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.86829268292679,70.1170731707317,70.31463414634149,70.51463414634149,70.66341463414629,70.8121951219512,70.9609756097561,71.1609756097561,71.30975609756099,71.4585365853659,71.65853658536591,71.9073170731707,72.1073170731707,72.35609756097558,72.60487804878049,72.85365853658541,73.10243902439029,73.35121951219509,73.60243902439029,73.85121951219509,74.05121951219509,74.3,74.5,74.8,75.0,75.3,75.6,75.8,76.1,76.3487804878049,76.6,76.8487804878049,77.1,77.3,77.64878048780491,77.75121951219509,77.95365853658541,78.3048780487805,78.60487804878049,78.75609756097559,79.05609756097559,79.15853658536591,79.2609756097561,79.1146341463415,80.16341463414629,80.16341463414629,80.8121951219512,81.1121951219512,81.2146341463415,81.4146341463415,81.66341463414629
76,Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,74.4975609756098,,,,,75.98536585365859,,,,,,,,75.2658536585366,75.4658536585366,75.7146341463415,75.9146341463415,76.1146341463415,76.4146341463415,76.6146341463415,76.9146341463415,77.16585365853659,77.41707317073171,77.619512195122,77.8219512195122,78.0268292682927,78.28048780487809,78.48536585365859,78.6390243902439,78.84146341463409,78.9414634146341,79.1414634146342,79.3414634146342,79.6390243902439,79.8878048780488,80.1878048780488,80.3878048780488,80.6365853658537
77,"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.58,57.98,58.379,58.777,59.176,59.576,59.979,60.386,60.797,61.211000000000006,61.63399999999999,62.071000000000005,62.519,62.971000000000004,63.419,63.843,64.225,64.55199999999999,64.817,65.021,65.171,65.28,65.368,65.452,65.541,65.641,65.752,65.868,65.983,66.098,66.212,66.325,66.439,66.55199999999999,66.665,66.77600000000001,66.884,66.99,67.092,67.195,67.3,67.414,67.539,67.675,67.82,67.969,68.115,68.251,68.375,68.484,68.582
78,Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.586999999999996,39.946,40.391999999999996,40.944,41.606,42.367,43.20399999999999,44.082,44.966,45.842,46.698,47.535,48.363,49.19,50.018,50.846000000000004,51.676,52.51,53.343999999999994,54.177,55.013999999999996,55.864,56.722,57.574,58.398,59.162,59.832,60.382,60.798,61.075,61.215,61.23,61.152,61.012,60.832,60.619,60.372,60.095,59.803999999999995,59.527,59.302,59.17100000000001,59.153999999999996,59.266000000000005,59.512,59.89,60.388000000000005,60.968999999999994,61.597,62.247,62.893
79,United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.12682926829271,70.87804878048779,70.9268292682927,70.8268292682927,71.62439024390241,71.62439024390241,71.5731707317073,72.12439024390241,71.7243902439025,71.7219512195122,71.9731707317073,72.2731707317073,72.12439024390241,72.3243902439024,72.5243902439024,72.7243902439024,72.7756097560976,73.2243902439024,73.1756097560976,73.2756097560976,73.6756097560976,74.0268292682927,74.1780487804878,74.37804878048779,74.7780487804878,74.62926829268291,74.9292682926829,75.28048780487799,75.38048780487809,75.58292682926829,75.88048780487809,76.08292682926829,76.4341463414634,76.3853658536585,76.8853658536585,76.83658536585371,77.0878048780488,77.2109756097561,77.19024390243901,77.390243902439,77.7414634146342,77.9926829268293,78.14390243902442,78.4463414634146,78.7463414634146,79.0487804878049,79.24878048780491,79.44878048780491,79.6,80.05121951219509,80.4024390243902
80,Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.651,64.058,64.468,64.88,65.291,65.694,66.083,66.454,66.805,67.13600000000001,67.452,67.766,68.082,68.40100000000001,68.718,69.014,69.266,69.461,69.592,69.665,69.7,69.726,69.768,69.844,69.954,70.083,70.204,70.288,70.32300000000001,70.311,70.268,70.22,70.196,70.222,70.307,70.462,70.687,70.96600000000001,71.274,71.596,71.907,72.182,72.408,72.575,72.682,72.73,72.73,72.704,72.673,72.65,72.649
